0.416	0.011455	-0.00577892	-0.00908495	0.414045	0.707729	1.35618	0.40259	0.713508	1.36527
0.418	0.0114945	-0.00575772	-0.00893605	0.414112	0.707777	1.35646	0.402617	0.713535	1.3654
0.42	0.0115322	-0.00573555	-0.00878672	0.414176	0.707826	1.35675	0.402644	0.713562	1.36553
0.422	0.0115681	-0.0057124	-0.008637	0.414239	0.707876	1.35703	0.40267	0.713588	1.36567
0.424	0.0116022	-0.00568827	-0.00848689	0.414299	0.707927	1.35731	0.402697	0.713615	1.3658
0.426	0.0116345	-0.00566317	-0.00833644	0.414358	0.707978	1.3576	0.402723	0.713641	1.36593
0.428	0.0116651	-0.00563708	-0.00818565	0.414415	0.70803	1.35788	0.40275	0.713667	1.36606
0.43	0.0116938	-0.00561002	-0.00803456	0.41447	0.708084	1.35816	0.402776	0.713694	1.36619
0.432	0.0117208	-0.00558197	-0.00788319	0.414523	0.708138	1.35844	0.402802	0.71372	1.36632
0.434	0.0117459	-0.00555295	-0.00773157	0.414574	0.708193	1.35872	0.402828	0.713746	1.36645
0.436	0.0117691	-0.00552295	-0.00757971	0.414623	0.708248	1.359	0.402854	0.713771	1.36658
0.438	0.0117906	-0.00549196	-0.00742765	0.41467	0.708305	1.35928	0.402879	0.713797	1.36671
0.44	0.0118101	-0.00546	-0.0072754	0.414715	0.708363	1.35956	0.402905	0.713823	1.36684
0.442	0.0118278	-0.00542706	-0.00712298	0.414758	0.708421	1.35984	0.40293	0.713848	1.36697
0.444	0.0118437	-0.00539315	-0.00697043	0.414799	0.70848	1.36012	0.402956	0.713873	1.36709
0.446	0.0118577	-0.00535826	-0.00681777	0.414838	0.70854	1.3604	0.402981	0.713899	1.36722
0.448	0.0118698	-0.00532239	-0.00666501	0.414876	0.708601	1.36068	0.403006	0.713924	1.36734
0.45	0.01188	-0.00528556	-0.00651218	0.414911	0.708663	1.36096	0.403031	0.713948	1.36747
0.452	0.0118884	-0.00524775	-0.00635931	0.414944	0.708726	1.36123	0.403055	0.713973	1.36759
0.454	0.0118949	-0.00520898	-0.00620641	0.414975	0.708789	1.36151	0.40308	0.713998	1.36772
0.456	0.0118994	-0.00516925	-0.00605351	0.415004	0.708853	1.36178	0.403105	0.714023	1.36784
0.458	0.0119021	-0.00512855	-0.00590063	0.415031	0.708918	1.36206	0.403129	0.714047	1.36796
0.46	0.0119029	-0.00508689	-0.00574779	0.415056	0.708984	1.36233	0.403153	0.714071	1.36808
0.462	0.0119018	-0.00504428	-0.00559502	0.415079	0.709051	1.36261	0.403178	0.714095	1.3682
0.464	0.0118988	-0.00500072	-0.00544233	0.4151	0.709119	1.36288	0.403202	0.714119	1.36832
0.466	0.0118939	-0.00495621	-0.00528975	0.415119	0.709187	1.36315	0.403226	0.714143	1.36844
0.468	0.0118871	-0.00491076	-0.00513729	0.415136	0.709256	1.36342	0.403249	0.714167	1.36856
0.47	0.0118784	-0.00486436	-0.00498499	0.415151	0.709326	1.36369	0.403273	0.714191	1.36868
0.472	0.0118679	-0.00481704	-0.00483285	0.415164	0.709397	1.36396	0.403297	0.714214	1.3688
0.474	0.0118554	-0.00476878	-0.00468091	0.415175	0.709469	1.36423	0.40332	0.714238	1.36891
0.476	0.011841	-0.00471959	-0.00452917	0.415184	0.709541	1.3645	0.403343	0.714261	1.36903
0.478	0.0118247	-0.00466949	-0.00437767	0.415191	0.709615	1.36477	0.403366	0.714284	1.36915
0.48	0.0118066	-0.00461848	-0.00422642	0.415196	0.709689	1.36503	0.403389	0.714307	1.36926
0.482	0.0117865	-0.00456655	-0.00407543	0.415199	0.709763	1.3653	0.403412	0.71433	1.36938
0.484	0.0117646	-0.00451372	-0.00392474	0.4152	0.709839	1.36556	0.403435	0.714353	1.36949
0.486	0.0117408	-0.00446	-0.00377436	0.415198	0.709915	1.36583	0.403458	0.714375	1.3696
0.488	0.0117151	-0.00440538	-0.0036243	0.415195	0.709992	1.36609	0.40348	0.714398	1.36971
0.49	0.0116876	-0.00434988	-0.0034746	0.41519	0.71007	1.36635	0.403502	0.71442	1.36983
0.492	0.0116582	-0.00429351	-0.00332526	0.415183	0.710149	1.36661	0.403525	0.714442	1.36994
0.494	0.0116269	-0.00423626	-0.0031763	0.415174	0.710228	1.36687	0.403547	0.714464	1.37005
0.496	0.0115938	-0.00417816	-0.00302775	0.415162	0.710308	1.36713	0.403569	0.714486	1.37016
0.498	0.0115588	-0.0041192	-0.00287962	0.415149	0.710389	1.36739	0.40359	0.714508	1.37027
0.5	0.011522	-0.00405939	-0.00273193	0.415134	0.710471	1.36764	0.403612	0.71453	1.37038
0.502	0.0114834	-0.00399874	-0.0025847	0.415117	0.710553	1.3679	0.403634	0.714551	1.37048
0.504	0.011443	-0.00393726	-0.00243794	0.415098	0.710636	1.36815	0.403655	0.714573	1.37059
0.506	0.0114008	-0.00387496	-0.00229167	0.415077	0.710719	1.3684	0.403676	0.714594	1.3707
0.508	0.0113567	-0.00381184	-0.0021459	0.415054	0.710803	1.36866	0.403697	0.714615	1.3708
0.51	0.0113109	-0.00374792	-0.00200067	0.415029	0.710888	1.36891	0.403718	0.714636	1.37091
0.512	0.0112633	-0.0036832	-0.00185597	0.415003	0.710974	1.36916	0.403739	0.714657	1.37101
0.514	0.0112139	-0.0036177	-0.00171183	0.414974	0.71106	1.3694	0.40376	0.714678	1.37112
0.516	0.0111627	-0.00355141	-0.00156827	0.414943	0.711147	1.36965	0.403781	0.714698	1.37122
